"id","code","nom","telephone","parent_id","ville_id","email","fax","code_postal","origine_emission_id","categorie","adresse","date_created"
"315","5421362","OUMASSINE VOYAG","+212.536.703539","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","08 BD DERFOUFI APPT N 1  ","current_timestamp"
"316","5421349","LAHSAINI VOYAGE","+212.536.616237","26","3","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","84. BD BEKAI LEHBIL  ","current_timestamp"
"317","5421335","JEDDA VOYAGES","2.13E+11","26","15","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","107 BD MOULAY EL HASSAN  ","current_timestamp"
"318","5420055","moumni voyages","+212.536.617020","26","3","ABEKKAOUI@RoyalAirMaroc.com","","","206898","AGENCE","32 RUE MOULAY YOUSSEF","current_timestamp"
"319","5427157","L'ATELIER DU VOYAGE                     ","539324804","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","177, AV YOUSSEF IBN TACHFINE IMM B2, RES ACHAHBA RED DE CHAUSSEE TANGER      ","current_timestamp"
"320","5421178","MTO MOROCCO TOURS ORGANISATION","539942262","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","17, ANGLE YOUSSEF IBN TACHFINE ET JAMAL EDDINE AFGHANI - RES ABDALASS","current_timestamp"
"321","5420002","HISPA MAROC"," 05 39 32 22 81","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","26, Bd Mohamed V","current_timestamp"
"322","5421270","VOYAGES TOURISME TANGER","539947569","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","18, Av AMRAH  TANGER","current_timestamp"
"323","5421274","GAZELLES DESTINATION","539942618","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","Rue de Fés, centre commercial Mabrouk, 5ème étage n° 12","current_timestamp"
"324","5421049","HIT VOYAGES","0539 93 68 77","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","4, RUE MOUSSA BEN NOUSSAIR  ","current_timestamp"
"325","5421090","LEHYAN TRAVEL","539931327","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","07 rue du Mexique  ","current_timestamp"
"326","5422825","CARLSON WAGONLIT TRAVEL"," 05 39 33 10 24","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","91, BIS RUE DE LA LIBERTE  ","current_timestamp"
"327","5425626","VOYAGES FLANDRIA","539941667","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","128 AV MOHAMED V  ","current_timestamp"
"328","5421413","IRIS MED TRAVEL","539301860","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","43, RES. IRIS PLAGE BLOC A1 AV. MOHAMMED VI MALABATA ","current_timestamp"
"329","5421343","TRAVEL AGENCY SAVA ","539717171","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","AVENUE Mohamed V NR 114 TANGER","current_timestamp"
"330","5429376","HISPAMAROC"," 05 39 32 22 81","34","150","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","2, RUE AL JABHA ALWATANIA","current_timestamp"
"331","5421109","GULLIVER VOYAGES","539341473","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","2, RUE DE LAHAYE, 6eme ETAGE NR 19","current_timestamp"
"332","5421032","NORD FRONTIERE VOYAGES","539325282","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","128 AVENUE MOHAMED VI  ","current_timestamp"
"333","5420988","CALYPSO TOURS","539372020","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","71, BIS RUE DE LA LIBERTE  ","current_timestamp"
"334","5421306","VOYAGES LUXOR","539946400","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","11, ANGLE OMAR EL KHAYAME & MOUSSA IBN NOUSSAIR","current_timestamp"
"335","5421445","TRANSWORLD TRAVEL","539340155","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","AVENUE YOUSSEF BEN TACHEFINE, RUE BAGHDAD NR 55","current_timestamp"
"336","5420009","MOROCCO TRAVEL","5 39 70 23 23 ","34","150","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","AV. Khalid Ben Oualid, TETOUAN","current_timestamp"
"337","5427256","ZOUBAIR TRAVEL","539720721","34","150","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","AV THAMI EL OUAZANI N147","current_timestamp"
"338","5427221","MARMARA TRAVEL","539 42 45 10 ","34","19","IAGAROUD@RoyalAirMaroc.com","","","206898","AGENCE","9, Lot de Florencia Route de RABAT Av des FAR.90000 Tanger. Maroc","current_timestamp"
"339","5421127","MAOUASSIM VOYAG","661380231","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","Av My Abdellah, Imm x3 N°4 Agadir – Maroc, Agadir","current_timestamp"
"340","5421003","B.O VOYAGES","06 82 59 98 37","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","AVENUE GENERAL KETTANI BP724","current_timestamp"
"341","5421179","HAPPY TRAVEL","601756997","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","9,AVENUE DES FAR,IMM ARGANA IV","current_timestamp"
"342","5421378","AYOUR TOURS SAR","661921426","12","151","NZAHRI@royalairmaroc.com","","","206898","AGENCE","NO 546 BD BIR ANZARANE","current_timestamp"
"343","5420019","INEZGANE VGES","662792641","12","143","NZAHRI@royalairmaroc.com","","","206898","AGENCE","12 BOULEVARD MOHAMED V","current_timestamp"
"344","5421366","TIME TRAVEL","661195862","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","N 11 IMM AICHA ANGLE AV HASSAN II","current_timestamp"
"345","5421392","AMODOU TRAVEL","662113342","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","163 AV EL HANSALI ERAC BOUARGANE","current_timestamp"
"346","5421015","KAOUTAR VGES","661051994","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","34 RUE DES ORANGERS","current_timestamp"
"347","5421407","MOUAHA TOURS","661286173","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","N°90 Rue des Oranges  ","current_timestamp"
"348","5421415","ATAQWA VOYAGES","661590427","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","NR 3 imm LAMRANI AV HASSANII  ","current_timestamp"
"349","5420095","INEZGANE VGES","662792641","12","143","NZAHRI@royalairmaroc.com","","","206898","AGENCE","COMPLEXE COMMERCIAL AIT SOUSS AGADIR","current_timestamp"
"350","5421027","GO HOLIDAYS","661380904","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","6 GALERIE AL INBIAAT AVENUE HASSAN II","current_timestamp"
"351","5420092","DOUNIT VGES","671905263","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","BLOC 12 N 9 RUE DE MARRAKECH Q.I","current_timestamp"
"352","5422784","TOURING OFFICE","661091614","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","1 AVENUE DES FAR BP196","current_timestamp"
"353","5420006","TIZNIT VGES","661232055","12","151","NZAHRI@royalairmaroc.com","","","206898","AGENCE","NO 7,AVENUE HASSAN II","current_timestamp"
"354","5420094","INEZGANE VGES","662792641","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","PLACE TALMKLATE","current_timestamp"
"355","5427232","MD TRAVEL","528826882","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","AV HASSAN II LA MAISON DES BUREAU 510 5EME ETAGE","current_timestamp"
"356","5427180","MATCH TOURS","2.13E+11","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","C21 GALERIE TALBORJT","current_timestamp"
"357","5427237","DARKOUM VOYAGES","2.13E+11","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","RUE DE L'HOTEL DE VILLE IMM X3 N8","current_timestamp"
"358","5427161","ILLIGH TOURISME","2.13E+11","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","RUE DE L HOTEL DE VILLE IMM X3 NO 10","current_timestamp"
"359","5420001","CROIX DU SUD TOURS","2.13E+11","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","N9, IMM OUMLIL, AV HASSAN II","current_timestamp"
"360","5427211","JAD TRAVEL","2.13E+11","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","COMPLEXE TOURISTIQUE TIVOLI N11B BLOC B BD 20 AOUT","current_timestamp"
"361","5427280","AMICAL TOURS","2.13E+11","12","143","NZAHRI@royalairmaroc.com","","","206898","AGENCE","NO 39. IMM COMMERCIAL. AVE HASSAN II AIT MELLOUL","current_timestamp"
"362","5420089","ATLAS VGES","646113631","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","AV. HASSAN II - IMM SUD BAHIA","current_timestamp"
"363","5421336","ATLAS TOURS","679888060","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","50 AVENUE HASSAN II","current_timestamp"
"364","5427253","ADV MAROC ","528.231133","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","RESIDENCE YASMINE 6EME ETAGE BLOC 1","current_timestamp"
"365","5421126","SWIFT TRAVE","528.227851","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","COMPLEXE TRANSATLANTIQUE","current_timestamp"
"366","5421156","PEGASE VOYAGES","661929300","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","AV. EL MOUKAOUAMA  IMMEUBLE TALBI","current_timestamp"
"367","5421437","EXPLORACTION","661095975","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","8,AVENUE HASSAN 1ER CITE DAKHLA","current_timestamp"
"368","5427279","AL MUAYED TRAVEL TOURS","528847070","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","N 8 COMPLEXE HOTEL ANZI BLD MOHAMED V","current_timestamp"
"369","5427163","STE MAGHRIB VOYAGES","528.845354","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","IMM OUBIDAR RUE MARRAKECH QI","current_timestamp"
"370","5421222","MASSIRA TRAVEL","528.847713","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","25 BD DU 20 AOUT.COMPLEXE TAGADIRT","current_timestamp"
"371","5421294","SAN MARINO VOYA","638763341","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","BLOC FM N18 BIS CITE DAKHLA","current_timestamp"
"372","5427342","CHIC TRAVEL","528.848450","12","1","NZAHRI@royalairmaroc.com","","","206898","AGENCE","MAG N2 SIS IMM FRERES A RUE HOTEL DE VIL","current_timestamp"
"373","5427272","Confiance voyages","661831095","12","151","NZAHRI@royalairmaroc.com","","","206898","AGENCE","33 BIS BLOC D. AMICALES DES FONCTIONNAIR","current_timestamp"
"374","5420020","Plage blache","661959217","12","141","NZAHRI@royalairmaroc.com","","","206898","AGENCE","N 100 AVENUE MOULAY RACHID","current_timestamp"
"375","8721264","TUNISIA QUEEN TRAVEL","21672263900","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","29, AVENUE DES NATIONS UNIES 8050","current_timestamp"
"376","8721269","TOP EVENTS","21671891496","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","296 AVENUE HABIB BOURGUIBA BLOC A N2- 2025 SALAMBO","current_timestamp"
"377","8721282","EXPRESS VOYAGES","21671297038","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE TAHAR SFAR IMM FEKIH (REZ CHASSEE)","current_timestamp"
"378","8721283","KOUNOUZ TOURISM","21673215460","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE ITALIE ETAGE 6 IMM BOUCHRA","current_timestamp"
"379","8721285","CONTINENTAL TOURS","21622784545","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","OMEGA CENTER 1ER ETAGE BUREAU C2 RUE FEUILLE D ERABLE","current_timestamp"
"380","8721287","MENA TOURS","21631332332","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","21 AV DES ETATS UNIS, IMM. LES JASMINS, 1ER ETAGE, BELVEDERE","current_timestamp"
"381","8721288","VIP DESTINATIONS AND EVENTS","21671903888","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","25, AVENUE LOUIS BRAILLE 1002","current_timestamp"
"382","8721293","GLORY TRAVEL AGENCY","21671322677","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","19 RUE DE RUSSIE IMM KHAIRI N B15,1000","current_timestamp"
"383","8721299","TOURING TRAVEL","21654442448","35","121","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE MOHAMED SOUISSI DAR CHAABANE EL FEHRI PLAGE","current_timestamp"
"384","8721305","HIGH TRAVEL SERVICE","21673212732","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE ERRIBAT, LA CORNICHE 4000","current_timestamp"
"385","8721307","JEKTIS TRAVEL","21671706900","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","89 AV HABIB BOURGUIBA 2080 ARIANA","current_timestamp"
"386","8721308","BEAUTIFUL TRAVEL ","21696457004","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RESIDENCE OASIS AVENUE FETHI ZOUHIR . APT N 32 2 ETAGE 2083 ARIANA","current_timestamp"
"387","8721312","TAREK VOYAGES","21675649127","35","119","MBENALI@royalairmaroc.com","","","206899","AGENCE","PLACE D EVACUATION, 4100","current_timestamp"
"388","8721322","PETRA TRAVEL SERVICES","21671698907","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","92,AV HÉDI NOUIRA, RÉSIDENCE LA COUPOLE APP MBA2, ENNASR II","current_timestamp"
"389","8721325","SAF SAF VOYAGES","21671728950","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","32 AVENUE TAIEB M HIRI LA MARS 2070 LA MARSA","current_timestamp"
"390","8721333","RIMES TRAVEL SERVICES","21672261311","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","22 AVENUE KOWEIET HAMMAMET 8050","current_timestamp"
"391","8721346","AYA TRAVEL","21671904736","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","IMMEUBLE MONACO RDC LOCAL NO 3 RUE DU JAPON MONTPLAISIR,1073","current_timestamp"
"392","8721352","ALARABIA DE TOURISME ","21675861288","35","129","MBENALI@royalairmaroc.com","","","206899","AGENCE","52 RUE FARHAT HACHAD","current_timestamp"
"393","8721492","SKYLINE TRAVEL","21671703890","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","04 AVENUE TAIEB M HIRI ARIANA","current_timestamp"
"394","8722521","CARTHAGE TOURS","21673226633","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE TAIEB MHIRI NU 46 BIS LA MARSA","current_timestamp"
"395","8722524","CHAMS TOURS","21673225357","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","8 RUE ALI BELHAOUANE","current_timestamp"
"396","8722528","TUNISIAN TRAVEL SERVICE","21636322500","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","10 RUE DE SYRIE","current_timestamp"
"397","8723828","BAHRYTRAVEL","21674227253","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","32BIS AVENUE H. BOURGUIBA","current_timestamp"
"398","8724056","VOYAGES DE TUNISIE","21671341309","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","6 RUE LUCIE FAURE","current_timestamp"
"399","8724693","ATLANTIS VOYAGES","21631318000","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE HEDI NOUIRA IMMEUBLE AT","current_timestamp"
"400","8726781","HERODOTE VOYAGES","21671320423","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","126 RUE DE LA YOUGOSLAVIE","current_timestamp"
"401","8727490","VOYAGES 2000","21671902228","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","IMMEUBLE LA NATIONALE 2 AVE. D FRANCE","current_timestamp"
"402","8727519","I D H M","21672248146","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE MONCEF BEY, 8050 HAMMAMET","current_timestamp"
"403","8727522","DESTINATION TOURISTIC SERVICES","21671947741","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","IMM FRAJ RUE LAC BIWA LES BERG DU LAC 1053","current_timestamp"
"404","8720004","DIWAN TRAVEL","21674408080","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE DES MARTYRS IMMEUBLE SIRINE","current_timestamp"
"405","8720011","TUNISIA WELCOME SERVICES","21672280924","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","CENTRE COMMERCIAL","current_timestamp"
"406","8720012","RAMCO TRAVEL AND EVENTS","21670039239","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE DE LA FEUILLE D ERABLE , RESIDENCE OMEGA. C 17. LES","current_timestamp"
"407","8720013","ELL JABER VOYAGES","21673664650","35","103","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE PALESTINE","current_timestamp"
"408","8720015","MEDITERRANEAN TRAVEL AGENCY (MTA)","21671255500","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","66, RUE MOKHTAR ATTIA","current_timestamp"
"409","8720021","TOURISME GOLF VOYAGES (TGV)","21624723966","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","17 RUE D AUTRICHE","current_timestamp"
"410","8720028","ARIANA VOYAGES","21671715126","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","80 AVENUE HABIB BOURGUIBA ARIANA","current_timestamp"
"411","8720029","INTERNATIONAL VOYAGES SERVICES","21672432885","35","109","MBENALI@royalairmaroc.com","","","206899","AGENCE","35 AVE. HABIB BOURGUIBA","current_timestamp"
"412","8720030","KERKOUANE VOYAGES","21672296410","35","110","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE HAMIDI EL GHARBI PLACE SID ABDESSALEM","current_timestamp"
"413","8720035","OK VOYAGES","21636193333","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE MOHAMED MAAROUF IMMEUBL BEN SAAD 4000 - SOUSSE","current_timestamp"
"414","8720041","VAGA TOURS","21678451780","35","113","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVE. DU 18 JANVIER 1952","current_timestamp"
"415","8720042","COCCINELLE TRAVEL AGENCY","21674223500","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","05 RUE ALEXENDRE DUMAS 3000 SF","current_timestamp"
"416","8720044","THYNA VOYAGES","21674227533","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","13 AVE. FARHAT HACHED","current_timestamp"
"417","8720048","SATGURU TRAVEL AND TOURS","21671960204","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","IMMEUBLE MINIAR RDC BLOC B-RUE DU LA CONSTANCE-LES BERGES DU","current_timestamp"
"418","8720057","SOLEIL VOYAGES","21671481042","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","10 RUE JILANI MARCHAND","current_timestamp"
"419","8720061","OLYMPIC TOURS","21671350710","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","11 AVE. DE LA LIBERTE","current_timestamp"
"420","8720064","AHRAM VOYAGES","21671717417","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","31 AVE. TAIEB M HIRI","current_timestamp"
"421","8720066","BARAKA VOYAGES","21671783471","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","5 RUE D ANGOLA","current_timestamp"
"422","8720069","BEN GARDANE VOYAGES","21675711120","35","108","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVE. FARHAT HACHED","current_timestamp"
"423","8720074","UNIVERSAL TRAVEL","21671348442","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","13 RUE 18 JANVIER 1952","current_timestamp"
"424","8720077","HAMMAMET TRAVEL SERVICE","21672281795","35","102","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE DAG HAMMARSKJOELD","current_timestamp"
"425","8720078","ROMULUS VOYAGES","21671450544","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","GP1, KM 12","current_timestamp"
"426","8720083","UNIVERSAL TRAVEL","21671889288","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","50 AVENUE TAHAR BEN AMMAR RESIDENCE SIDI BOU SAID EL MAN","current_timestamp"
"427","8720091","AVAL","21671793902","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","87 AVENUE TAIEB M HIRI BELVEDE","current_timestamp"
"428","8720093","ASFAR EL HANA","21671736761","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","64 AVENUE H. BOURGUIBA LA GOULETTE","current_timestamp"
"429","8720096","SUPER TOURS","21671793588","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","23 RUE DU KOWEIT BELVEDERE","current_timestamp"
"430","8720098","ATLANTIS VOYAGES","21631318000","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","AVENUE DU JAPON, IMMEUBLE FATM MONTPLAISIR","current_timestamp"
"431","8720100","CHAMS TOURS","21673225357","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","41, AVENUE HABIB BOURGHIBA","current_timestamp"
"432","8720107","STOURS VOYAGES TUNISIE","21671862311","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE DU LAC MALAREN","current_timestamp"
"433","8720273","DESTINATION TOURISME","21671793200","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","100 AVENUE JUGHURTA MUTUELLEVILLE","current_timestamp"
"434","8720437","CARTHAGE TOURS","21671125700","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","59 AVE. HABIB BOURGUIBA","current_timestamp"
"435","8720956","JAWAHER TOURS","21673228788","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","4 RUE ALI BELHOUANE","current_timestamp"
"436","8720991","SMAOUI VOYAGES","21671342122","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","45 AVENUE H. BOURGUIBA","current_timestamp"
"437","8721000","CORPORATE TRAVEL AND EVENTS","21620319298","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","ROUTE DE LA MARSA CITE TAIEB MHIRI IMM 9 CP 2045","current_timestamp"
"438","8721001","ELMENAZEH VOYAGES","21671751144","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","NO. 19 BIS AVE AMMAR IBN YASSE","current_timestamp"
"439","8721002","SYRINE TOURS","21622320320","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","3 RUE ABOU DHABI","current_timestamp"
"440","8721010","VOYAGES PLUS","21673449004","35","116","MBENALI@royalairmaroc.com","","","206899","AGENCE","AV. DE LA REPUBLIQUE","current_timestamp"
"441","8721013","VOYAGEAIR","21671905466","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","12 RUE HIJAZ","current_timestamp"
"442","8721015","NOVA TOURS","21671834594","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","27 CYRUS LE GRAND","current_timestamp"
"443","8721024","ROYAL WINGS","21671336013","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","14, RUE IBN KHALDOUN","current_timestamp"
"444","8721026","ABOU HAMZA VOYAGES","21676224709","35","117","MBENALI@royalairmaroc.com","","","206899","AGENCE","PLACE EL MSILA","current_timestamp"
"445","8721028","ACHWAK TOURS","21673474150","35","118","MBENALI@royalairmaroc.com","","","206899","AGENCE","62 AVENUE DE LA REPUBLIQUE","current_timestamp"
"446","8721030","REEHEN VOYAGES","21671832389","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","25 RUE YAHIA TURKI","current_timestamp"
"447","8721036","ARABEL VOYAGES","21671345065","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RESIDENCE LE MONTPLAISIR LOCAL B15, RUE 8368 KHEIREDDINE PACHA MONTPLAISIR","current_timestamp"
"448","8721040","TUNISIAN TRAVEL AGENCY","21671841030","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","67 RUE ALAIN SAVARY, CITE JARD 1, BLOC B, BOUTIQUE NO 3,","current_timestamp"
"449","8721044","YASSINE TRAVEL AGENCY","21674225953","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","15 RUE TAIEB MHITI","current_timestamp"
"450","8721047","SYT","21671341522","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","2 TER AVE DE MADRID","current_timestamp"
"451","8721050","SAHEL VOYAGES","21673220531","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","6 RUE DE PALESTINE","current_timestamp"
"452","8721052","L OPERA VOYAGES","21674210951","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","CENTRE MARHABA RUE TAHER SFAR","current_timestamp"
"453","8721056","ZEITOUNA TOURS","21674220210","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","125 RUE HAFFOUZ","current_timestamp"
"454","8721057","STE SAMIR VOYAGES","21673214689","35","106","MBENALI@royalairmaroc.com","","","206899","AGENCE","29, RUE TAHAR SFAR","current_timestamp"
"455","8721064","AFRITOURS","21671255799","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","61, AVE JEAN JAURES","current_timestamp"
"456","8721066","OPTION VOYAGES","21677229510","35","107","MBENALI@royalairmaroc.com","","","206899","AGENCE","PLACE DE LA VICTOIRE","current_timestamp"
"457","8721069","MEHDI TOURS","21675642600","35","119","MBENALI@royalairmaroc.com","","","206899","AGENCE","PLACE DU 7 NOVEMBRE","current_timestamp"
"458","8721077","EMNA VOYAGES","21674210911","35","100","MBENALI@royalairmaroc.com","","","206899","AGENCE","26 RUE MOHAMED ALI","current_timestamp"
"459","8721080","CONGRESS TOUR TUNISIE","21671234666","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","IMMEUBLE INTERNATIONAL CITY CENTER ICC CENTRE URBAIN NORD","current_timestamp"
"460","8721081","TRAVEL ACADEMY","21671428204","35","112","MBENALI@royalairmaroc.com","","","206899","AGENCE","11 AV. HABIB THAMEUR","current_timestamp"
"461","8721082","agence BEJAOUI VOYAGES","21672423120","35","109","MBENALI@royalairmaroc.com","","","206899","AGENCE","7 RUE D ALGER","current_timestamp"
"462","8721083","FURIA VOYAGES","21671950707","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","RUE 8301 NO 10 IMMEUBLE SAFSAF MONTPLAISIR","current_timestamp"
"463","8721088","AMEL VOYAGES","21671248326","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","75 AVENUE KHEREDDINE PACHA PAC CENTER, BLOC A, 5E ETAGE","current_timestamp"
"464","8721092","NARCISSE VOYAGES","21671282322","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","4 RUE IBN TAFRAGIN BELVEDERE","current_timestamp"
"465","8721094","TUNISIVISION","21631313939","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","11 RUE JAAFAR EL BARMAKI MUTUELLE-VILLE","current_timestamp"
"466","8721095","FESTIVAL TRAVEL AGENCY","21671238812","35","147","MBENALI@royalairmaroc.com","","","206899","AGENCE","35,RUE HADI KARRAY CENTRE URBA NORD 1082","current_timestamp"
"467","8721096","CERCINA VOYAGES","21671367222","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","22 RUE DE TUNIS EL MOUROUJ I B AROUS","current_timestamp"
"468","8721100","L OISEAU BLEU","21671882904","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","26 RUE D ANGLETERRE B405","current_timestamp"
"469","8721105","KYRANIS TRAVEL","21671860279","35","101","MBENALI@royalairmaroc.com","","","206899","AGENCE","LOCAL N.2, RDC IMMEUBLE OLIVIE CENTRE BABEL LES BERGES DU LAC","current_timestamp"
